Blades_name,Propellers_brand,Propellers_diameter,Propellers_pitch,Adimensional_chord_c/R,Adimensional_radius_r/R,Beta_angle_relative_to_motion,Radius,Chord,Area_of_blade
kyosho 9.0x6.0,kyosho,9.0,6.0,0.171,0.55,23.71,2.475,0.7695,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.162,0.6,21.9,2.7,0.729,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.153,0.65,20.27,2.925,0.6885,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.143,0.7,18.76,3.15,0.6435,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.133,0.75,17.44,3.375,0.5985,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.121,0.8,15.94,3.6,0.5445,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.108,0.85,14.44,3.825,0.486,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.093,0.9,13.21,4.05,0.4185,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.074,0.95,11.7,4.275,0.333,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.055,1.0,10.17,4.5,0.2475,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.15,0.15,33.12,0.75,0.75,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.158,0.2,38.03,1.0,0.79,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.164,0.25,38.18,1.25,0.82,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.168,0.3,35.49,1.5,0.84,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.17,0.35,31.84,1.75,0.85,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.172,0.4,28.33,2.0,0.86,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.175,0.45,25.5,2.25,0.875,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.177,0.5,23.22,2.5,0.885,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.176,0.55,21.3,2.75,0.88,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.172,0.6,19.6,3.0,0.86,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.165,0.65,18.07,3.25,0.825,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.156,0.7,16.72,3.5,0.78,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.144,0.75,15.62,3.75,0.72,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.133,0.8,14.79,4.0,0.665,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.121,0.85,13.95,4.25,0.605,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.11,0.9,13.15,4.5,0.55,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.089,0.95,13.26,4.75,0.445,135.75402254866333
mae 10.0x7.0,mae,10.0,7.0,0.067,1.0,13.46,5.0,0.335,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.154,0.15,32.48,0.825,0.847,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.155,0.2,37.51,1.1,0.8525,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.161,0.25,38.3,1.375,0.8855,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.165,0.3,35.96,1.65,0.9075,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.167,0.35,32.45,1.925,0.9185,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.17,0.4,28.98,2.2,0.935,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.173,0.45,26.06,2.475,0.9515,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.175,0.5,23.68,2.75,0.9625,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.175,0.55,21.62,3.025,0.9625,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.172,0.6,19.84,3.3,0.946,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.167,0.65,18.22,3.575,0.9185,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.158,0.7,16.86,3.85,0.869,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.147,0.75,15.73,4.125,0.8085,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.136,0.8,14.82,4.4,0.748,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.125,0.85,14.11,4.675,0.6875,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.114,0.9,13.4,4.95,0.627,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.095,0.95,13.3,5.225,0.5225,135.75402254866333
mae 11.0x7.0,mae,11.0,7.0,0.077,1.0,13.23,5.5,0.4235,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.151,0.15,28.09,0.675,0.6795,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.147,0.2,30.38,0.9,0.6615,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.152,0.25,30.77,1.125,0.684,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.16,0.3,29.88,1.35,0.72,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.166,0.35,28.62,1.575,0.747,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.173,0.4,27.54,1.8,0.7785,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.179,0.45,26.27,2.025,0.8055,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.183,0.5,24.83,2.25,0.8235,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.183,0.55,23.12,2.475,0.8235,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.18,0.6,21.44,2.7,0.81,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.173,0.65,19.99,2.925,0.7785,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.164,0.7,18.79,3.15,0.738,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.152,0.75,17.79,3.375,0.684,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.14,0.8,17.16,3.6,0.63,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.128,0.85,16.47,3.825,0.576,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.116,0.9,16.04,4.05,0.522,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.096,0.95,16.44,4.275,0.432,135.75402254866333
mae 9.0x6.0,mae,9.0,6.0,0.075,1.0,16.87,4.5,0.3375,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.144,0.15,34.81,0.75,0.72,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.149,0.2,37.19,1.0,0.745,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.159,0.25,36.17,1.25,0.795,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.166,0.3,33.67,1.5,0.83,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.169,0.35,30.44,1.75,0.845,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.17,0.4,26.94,2.0,0.85,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.171,0.45,23.85,2.25,0.855,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.171,0.5,21.32,2.5,0.855,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.169,0.55,19.16,2.75,0.845,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.168,0.6,17.23,3.0,0.84,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.165,0.65,15.52,3.25,0.825,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.16,0.7,14.07,3.5,0.8,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.154,0.75,12.84,3.75,0.77,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.146,0.8,11.53,4.0,0.73,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.138,0.85,10.48,4.25,0.69,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.128,0.9,9.38,4.5,0.64,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.111,0.95,8.49,4.75,0.555,135.75402254866333
magf 10.0x6.0,magf,10.0,6.0,0.093,1.0,7.63,5.0,0.465,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.143,0.15,35.08,0.75,0.715,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.148,0.2,37.41,1.0,0.74,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.159,0.25,37.08,1.25,0.795,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.168,0.3,35.79,1.5,0.84,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.173,0.35,33.98,1.75,0.865,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.177,0.4,32.05,2.0,0.885,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.178,0.45,29.74,2.25,0.89,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.178,0.5,27.08,2.5,0.89,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.176,0.55,24.4,2.75,0.88,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.173,0.6,22.05,3.0,0.865,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.17,0.65,20.07,3.25,0.85,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.164,0.7,18.27,3.5,0.82,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.156,0.75,16.69,3.75,0.78,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.148,0.8,15.25,4.0,0.74,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.139,0.85,13.91,4.25,0.695,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.129,0.9,12.38,4.5,0.645,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.111,0.95,11.07,4.75,0.555,135.75402254866333
magf 10.0x8.0,magf,10.0,8.0,0.093,1.0,9.79,5.0,0.465,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.167,0.15,34.68,0.75,0.835,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.165,0.2,33.15,1.0,0.825,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.164,0.25,30.95,1.25,0.82,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.163,0.3,29.05,1.5,0.815,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.163,0.35,27.3,1.75,0.815,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.162,0.4,25.55,2.0,0.81,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.161,0.45,24.01,2.25,0.805,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.159,0.5,22.54,2.5,0.795,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.156,0.55,21.17,2.75,0.78,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.154,0.6,19.71,3.0,0.77,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.149,0.65,18.43,3.25,0.745,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.143,0.7,17.06,3.5,0.715,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.135,0.75,15.56,3.75,0.675,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.125,0.8,13.92,4.0,0.625,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.114,0.85,12.2,4.25,0.57,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.102,0.9,10.56,4.5,0.51,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.086,0.95,8.13,4.75,0.43,135.75402254866333
mas 10.0x5.0,mas,10.0,5.0,0.07,1.0,5.65,5.0,0.35,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.164,0.15,33.99,0.75,0.82,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.164,0.2,32.6,1.0,0.82,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.165,0.25,30.85,1.25,0.825,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.165,0.3,29.33,1.5,0.825,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.164,0.35,27.83,1.75,0.82,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.164,0.4,26.53,2.0,0.82,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.164,0.45,25.28,2.25,0.82,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.162,0.5,23.94,2.5,0.81,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.159,0.55,22.58,2.75,0.795,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.154,0.6,21.06,3.0,0.77,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.148,0.65,19.68,3.25,0.74,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.141,0.7,18.44,3.5,0.705,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.133,0.75,17.4,3.75,0.665,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.124,0.8,16.19,4.0,0.62,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.114,0.85,14.9,4.25,0.57,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.101,0.9,13.35,4.5,0.505,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.079,0.95,9.95,4.75,0.395,135.75402254866333
mas 10.0x7.0,mas,10.0,7.0,0.057,1.0,6.36,5.0,0.285,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.155,0.15,31.62,0.825,0.8525,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.153,0.2,30.79,1.1,0.8415,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.152,0.25,29.07,1.375,0.836,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.151,0.3,27.19,1.65,0.8305,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.151,0.35,25.39,1.925,0.8305,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.15,0.4,23.63,2.2,0.825,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.15,0.45,21.99,2.475,0.825,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.149,0.5,20.43,2.75,0.8195,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.146,0.55,18.9,3.025,0.803,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.143,0.6,17.45,3.3,0.7865,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.138,0.65,16.1,3.575,0.759,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.132,0.7,14.7,3.85,0.726,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.125,0.75,13.43,4.125,0.6875,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.116,0.8,12.28,4.4,0.638,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.106,0.85,10.97,4.675,0.583,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.095,0.9,9.45,4.95,0.5225,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.075,0.95,7.79,5.225,0.4125,135.75402254866333
mas 11.0x6.0,mas,11.0,6.0,0.055,1.0,6.11,5.5,0.3025,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.163,0.15,33.97,0.825,0.8965,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.16,0.2,32.37,1.1,0.88,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.159,0.25,30.04,1.375,0.8745,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.159,0.3,28.05,1.65,0.8745,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.16,0.35,26.18,1.925,0.88,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.159,0.4,24.33,2.2,0.8745,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.158,0.45,22.5,2.475,0.869,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.157,0.5,20.92,2.75,0.8635,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.153,0.55,19.54,3.025,0.8415,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.149,0.6,18.22,3.3,0.8195,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.143,0.65,17.05,3.575,0.7865,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.138,0.7,16.06,3.85,0.759,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.13,0.75,15.07,4.125,0.715,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.121,0.8,13.93,4.4,0.6655,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.109,0.85,12.81,4.675,0.5995,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.095,0.9,11.99,4.95,0.5225,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.075,0.95,10.97,5.225,0.4125,135.75402254866333
mas 11.0x7.0,mas,11.0,7.0,0.055,1.0,9.92,5.5,0.3025,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.166,0.15,34.91,0.825,0.913,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.165,0.2,33.87,1.1,0.9075,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.165,0.25,32.22,1.375,0.9075,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.165,0.3,30.68,1.65,0.9075,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.164,0.35,29.13,1.925,0.902,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.163,0.4,27.99,2.2,0.8965,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.163,0.45,26.77,2.475,0.8965,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.161,0.5,25.44,2.75,0.8855,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.158,0.55,24.01,3.025,0.869,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.153,0.6,22.52,3.3,0.8415,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.147,0.65,20.96,3.575,0.8085,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.14,0.7,19.49,3.85,0.77,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.132,0.75,18.3,4.125,0.726,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.123,0.8,16.95,4.4,0.6765,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.113,0.85,15.53,4.675,0.6215,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.101,0.9,13.76,4.95,0.5555,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.082,0.95,11.03,5.225,0.451,135.75402254866333
mas 11.0x8.0,mas,11.0,8.0,0.063,1.0,8.25,5.5,0.3465,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.165,0.15,32.55,0.675,0.7425,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.162,0.2,31.32,0.9,0.729,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.161,0.25,29.47,1.125,0.7245,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.161,0.3,27.7,1.35,0.7245,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.16,0.35,26.0,1.575,0.72,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.159,0.4,24.49,1.8,0.7155,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.159,0.45,22.96,2.025,0.7155,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.157,0.5,21.62,2.25,0.7065,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.155,0.55,20.39,2.475,0.6975,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.151,0.6,19.03,2.7,0.6795,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.146,0.65,17.78,2.925,0.657,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.14,0.7,16.76,3.15,0.63,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.133,0.75,15.42,3.375,0.5985,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.125,0.8,14.45,3.6,0.5625,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.115,0.85,13.25,3.825,0.5175,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.104,0.9,12.15,4.05,0.468,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.08,0.95,10.62,4.275,0.36,135.75402254866333
mas 9.0x5.0,mas,9.0,5.0,0.056,1.0,9.06,4.5,0.252,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.174,0.15,32.92,0.675,0.783,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.17,0.2,32.4,0.9,0.765,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.169,0.25,31.44,1.125,0.7605,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.169,0.3,30.34,1.35,0.7605,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.169,0.35,29.05,1.575,0.7605,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.169,0.4,27.66,1.8,0.7605,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.168,0.45,26.33,2.025,0.756,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.166,0.5,24.93,2.25,0.747,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.164,0.55,23.62,2.475,0.738,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.161,0.6,22.24,2.7,0.7245,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.156,0.65,20.91,2.925,0.702,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.149,0.7,19.6,3.15,0.6705,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.141,0.75,18.41,3.375,0.6345,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.131,0.8,17.26,3.6,0.5895,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.119,0.85,16.11,3.825,0.5355,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.105,0.9,15.08,4.05,0.4725,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.085,0.95,13.93,4.275,0.3825,135.75402254866333
mas 9.0x7.0,mas,9.0,7.0,0.065,1.0,12.78,4.5,0.2925,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.157,0.15,27.86,0.825,0.8635,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.147,0.2,28.54,1.1,0.8085,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.148,0.25,26.91,1.375,0.814,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.152,0.3,23.1,1.65,0.836,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.156,0.35,19.71,1.925,0.858,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.159,0.4,17.38,2.2,0.8745,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.16,0.45,15.62,2.475,0.88,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.16,0.5,13.98,2.75,0.88,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.158,0.55,12.51,3.025,0.869,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.156,0.6,11.26,3.3,0.858,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.153,0.65,10.23,3.575,0.8415,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.148,0.7,9.3,3.85,0.814,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.142,0.75,8.57,4.125,0.781,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.135,0.8,7.77,4.4,0.7425,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.126,0.85,7.06,4.675,0.693,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.117,0.9,6.43,4.95,0.6435,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.102,0.95,6.05,5.225,0.561,135.75402254866333
ma 11.0x4.0,ma,11.0,4.0,0.087,1.0,5.68,5.5,0.4785,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.152,0.15,32.31,0.825,0.836,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.147,0.2,35.95,1.1,0.8085,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.149,0.25,34.78,1.375,0.8195,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.154,0.3,30.11,1.65,0.847,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.158,0.35,25.94,1.925,0.869,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.16,0.4,23.28,2.2,0.88,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.16,0.45,21.16,2.475,0.88,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.16,0.5,19.17,2.75,0.88,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.159,0.55,17.5,3.025,0.8745,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.156,0.6,16.06,3.3,0.858,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.153,0.65,14.73,3.575,0.8415,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.148,0.7,13.49,3.85,0.814,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.142,0.75,12.51,4.125,0.781,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.135,0.8,11.53,4.4,0.7425,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.127,0.85,10.51,4.675,0.6985,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.117,0.9,9.47,4.95,0.6435,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.104,0.95,8.58,5.225,0.572,135.75402254866333
ma 11.0x6.0,ma,11.0,6.0,0.091,1.0,7.7,5.5,0.5005,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.15,0.15,34.62,0.825,0.825,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.145,0.2,39.58,1.1,0.7975,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.147,0.25,38.36,1.375,0.8085,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.152,0.3,32.99,1.65,0.836,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.157,0.35,28.34,1.925,0.8635,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.159,0.4,25.34,2.2,0.8745,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.16,0.45,22.92,2.475,0.88,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.159,0.5,20.66,2.75,0.8745,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.158,0.55,18.64,3.025,0.869,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.156,0.6,16.87,3.3,0.858,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.152,0.65,15.32,3.575,0.836,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.146,0.7,14.01,3.85,0.803,135.75402254866333
ma 11.0x7.0,ma,11.0,7.0,0.14,0.75,12.93,4.125,0.77,135.75402254866333
